ID,Is_Lead
VBENBARO,0.04071020343437432
CCMEWNKY,0.8353942062095325
VK3KGA9M,0.04606511281708195
TT8RPZVC,0.029589059419038815
SHQZEYTZ,0.020699285994242984
MZZAQMPT,0.08081521818967825
Y88TW36I,0.11717107734863366
3UGOAQNU,0.0500980655970772
VVUKMUJT,0.9829306122133207
9R363ZXS,0.19677289201713605
BLISM6JE,0.05375473777480817
CH8S7JK7,0.34942023602421757
EAHDPXEJ,0.8090263888142211
BNUK9PRF,0.3177492311643472
GP2PG6FJ,0.05189747757452862
WNQCSN8A,0.030186093543714324
32DN4YVZ,0.45226104080452073
GXAMDANM,0.051983292322943936
MXETLUP4,0.07524846615130334
MPXK6TVE,0.7971237615121392
LBSIME2K,0.11893997188695887
D6ORJTM6,0.05398140153555686
HGDIBAKA,0.792324283485331
UUZYL9DZ,0.4083670775255516
AUGE3VWK,0.0498721535982587
MX7GOX6Q,0.09375476334154224
TQN6K35W,0.13980718598787237
QQDRMQQN,0.4362943268603707
UP6GC6F4,0.04842816659335017
BMHBUVHB,0.6011386510953244
KGLDW86A,0.1374493586249826
FQEOMOP4,0.09964430266821855
DYWM5MEU,0.2355954836166268
DXHGXV8F,0.045294114219061675
AVFBFQKC,0.25907942954259844
DBIDKYMV,0.10950681080639872
KYZHMEBY,0.18399338635966223
SSFEBUGF,0.04914959358716775
MGJTAG8X,0.39392779582181087
MP6BERDO,0.11131189662690258
GXZ8ED68,0.05222786226100644
ICTFGWQR,0.48528033599087855
EAYHTRKH,0.026687775430211027
6FN97QLQ,0.0951714277360337
3H5MZDDW,0.41167041632618656
2DXZZWSN,0.05025507909479574
MM4QIRE5,0.06899136663876923
HJWVYXUA,0.1416275530343973
RBRSJUP3,0.755468789255516
YFRQKGXW,0.3831517183636813
N3SADEBV,0.07089935050694327
G2A2YYXY,0.03983369868027096
XMGA3WT3,0.0450743641254784
KVZQPSGI,0.08741278217350723
UAKARBBG,0.040874948924698215
WYKKL85Z,0.27792604176701957
GHNYYGRR,0.10925716514639279
UBAJANWT,0.058233782160009365
LSARSF7U,0.022167119679974034
4CNSJVVR,0.4172657667701324
JRHJSWYO,0.2818410461498757
FHZ8SVVI,0.11873431726341213
JUIRE47M,0.6510662506463478
GDIVN2GL,0.11233310121909841
WMF3DYE3,0.7819387541511329
MAQEHEWK,0.3246251916400839
2W8DLKFU,0.05694495210390832
AKGRML6H,0.11445497407615789
B7WUUGCY,0.03648914714949672
TLJOYATM,0.3912429912579278
UH6ZDM3W,0.7343925456615907
7IP5SSRR,0.8400875371329711
PV85PMEB,0.36674820348196885
FGDOY4NI,0.1919985289164348
7YYIXJQE,0.057008889546246604
BHW42XPW,0.047442736039734305
3PKEEAT4,0.29105126299153994
ACFPZ3LM,0.05418093432730011
6GORGNYN,0.8142806590094369
AEPQTMJK,0.35616165022726815
S6FNZFKK,0.0520208431175773
JTYNEKRQ,0.5792861129641143
GPXDPHHC,0.11066007981218871
O8TMKNNB,0.05687703042829435
XSQVHKYG,0.0541725093204209
MJ3CZRAE,0.02222431619664119
3NSQEYBJ,0.44267871514774554
SXVBASGH,0.04671140287875307
5ZIGZYSS,0.20621716186357147
FQSHBCUT,0.3451366858073185
MU45XUBP,0.057446329653096075
BVULDPBI,0.052128399811507554
82GRNPFG,0.7389577176350363
KKBNELBF,0.03413276440679977
HXQGBDGY,0.05265996316981764
28HDZICG,0.48578731044725276
GHBPKPJC,0.04663054619032353
FDWZFSSC,0.8090308434277267
FWTIWZF3,0.048736148653693516
JYMHVPMY,0.05525283262169605
AHUDO2T6,0.8059950534566255
ACDHABS3,0.19287658685775153
5NTYJJDV,0.064382108812914
2M4VPY4V,0.08298710037426049
KAHP9XLF,0.07290406634299652
YRLEWZFQ,0.1115224055157473
JZWVLXHJ,0.15392851267731905
JZZSXUKT,0.37778444232163855
93RURE2J,0.7792165800816062
4RNB6FDV,0.18562649760747552
27E7HMMG,0.09767067078463525
2QEFQQWN,0.07061924754056687
DDTCD2XI,0.06358592490449483
VGVEYSEG,0.808741898041166
WCXVE7RK,0.06260727841428773
RTN4R3UE,0.04684857743384371
K2PVS4RB,0.04663102475588182
Q36J686Z,0.10779542115116532
NWKHMEOF,0.13121898933704892
PVJYQQGT,0.36193985598808864
GPUMRNWC,0.053290167672561777
LXHCDSVH,0.15467505573387744
BNIUPSVK,0.09756378892321786
FW3QI3WW,0.18236228882873276
IEEUGXMY,0.8527381644423303
FVVXDLBO,0.05678232984630712
UC2JJB6Y,0.06572199221983417
3WPAHP52,0.48723604290301686
HDTCJJOE,0.4800203724283987
UCSB9GKK,0.06405207527270243
HANBFYTH,0.11294261011090109
FLUU2HNV,0.05357222293626623
64PIYWDJ,0.1217515315851397
9AHNH8ZX,0.8085919464242569
KLHUI2SE,0.07694058655147433
YRHYUJFW,0.8100769948825172
G5RWWH7F,0.20515951482985442
SCBT9BAX,0.022933346992347933
UGZGLVNB,0.2237738881010535
2RRNUFBV,0.8455856581361414
B6O59TEY,0.3396374817852948
CYHRRYH6,0.10759435190639174
