ID,Is_Lead
VBENBARO,0.019164259114779016
CCMEWNKY,0.8443066963671483
VK3KGA9M,0.04105263265249782
TT8RPZVC,0.03381841778440324
SHQZEYTZ,0.01341501824274902
MZZAQMPT,0.06834660075824422
Y88TW36I,0.06619908502630395
3UGOAQNU,0.05197380735657994
VVUKMUJT,0.9942818668088672
9R363ZXS,0.15560305366526903
BLISM6JE,0.05300336526078815
CH8S7JK7,0.3562490318286141
EAHDPXEJ,0.7748397646167854
BNUK9PRF,0.3218490320417042
GP2PG6FJ,0.05242615598565198
WNQCSN8A,0.01924565040561381
32DN4YVZ,0.45017151135193517
GXAMDANM,0.04905453303253769
MXETLUP4,0.05410639379718751
MPXK6TVE,0.8155385102784533
LBSIME2K,0.12333053809446547
D6ORJTM6,0.05708506510432817
HGDIBAKA,0.836860960787304
UUZYL9DZ,0.37040290213553606
AUGE3VWK,0.044712609690648476
MX7GOX6Q,0.14354539639654415
TQN6K35W,0.14252634663487707
QQDRMQQN,0.4353692530357182
UP6GC6F4,0.03460378206073608
BMHBUVHB,0.6471337982276474
KGLDW86A,0.13088755646889033
FQEOMOP4,0.07686204190041553
DYWM5MEU,0.20007906019194582
DXHGXV8F,0.034752467179864306
AVFBFQKC,0.2688916200499146
DBIDKYMV,0.08773098415941226
KYZHMEBY,0.13481797798936374
SSFEBUGF,0.04932154158990711
MGJTAG8X,0.3769838812611193
MP6BERDO,0.11495774319888316
GXZ8ED68,0.05613989846535754
ICTFGWQR,0.3564861671790409
EAYHTRKH,0.02467688898094245
6FN97QLQ,0.07899631180280003
3H5MZDDW,0.41223318943031323
2DXZZWSN,0.05451640104312443
MM4QIRE5,0.060878911204809046
HJWVYXUA,0.12006439739527867
RBRSJUP3,0.7406545245596905
YFRQKGXW,0.34993727581144735
N3SADEBV,0.06592551816539687
G2A2YYXY,0.03640995386203158
XMGA3WT3,0.026595336077046075
KVZQPSGI,0.07597121294283454
UAKARBBG,0.03972362738792921
WYKKL85Z,0.36460279864604284
GHNYYGRR,0.10908343103120992
UBAJANWT,0.061699364880928004
LSARSF7U,0.020356176287634087
4CNSJVVR,0.33727438479757893
JRHJSWYO,0.2662170908353927
FHZ8SVVI,0.11061170926755022
JUIRE47M,0.5519300782085224
GDIVN2GL,0.09862798706387822
WMF3DYE3,0.8218758331630441
MAQEHEWK,0.2825641833238345
2W8DLKFU,0.06427330262579477
AKGRML6H,0.11517333406362258
B7WUUGCY,0.028346857283847463
TLJOYATM,0.38752376393504145
UH6ZDM3W,0.6699712308436045
7IP5SSRR,0.925860698966261
PV85PMEB,0.38974603040655437
FGDOY4NI,0.14734151341696117
7YYIXJQE,0.05154018235080497
BHW42XPW,0.025472908306068315
3PKEEAT4,0.2929927304915954
ACFPZ3LM,0.05586713080000999
6GORGNYN,0.8430327664124289
AEPQTMJK,0.34210052682365555
S6FNZFKK,0.04732158037112174
JTYNEKRQ,0.5958404871242746
GPXDPHHC,0.10070402672345848
O8TMKNNB,0.03294941228034712
XSQVHKYG,0.05389935535797617
MJ3CZRAE,0.025046329251135056
3NSQEYBJ,0.36629539616544654
SXVBASGH,0.04666427291995733
5ZIGZYSS,0.1924764601169755
FQSHBCUT,0.23969760735297388
MU45XUBP,0.05204033378280479
BVULDPBI,0.043324138761632394
82GRNPFG,0.6675301214026191
KKBNELBF,0.03214315182873626
HXQGBDGY,0.047297044092397204
28HDZICG,0.5019554433250473
GHBPKPJC,0.042917005151293444
FDWZFSSC,0.843324481300426
FWTIWZF3,0.05014656193768702
JYMHVPMY,0.0364621449379746
AHUDO2T6,0.8292743797417073
ACDHABS3,0.15629168835341767
5NTYJJDV,0.04711892293643057
2M4VPY4V,0.09763113200107396
KAHP9XLF,0.04309434409312443
YRLEWZFQ,0.1287906883156767
JZWVLXHJ,0.14643825498012497
JZZSXUKT,0.3323259408949402
93RURE2J,0.7947121658521644
4RNB6FDV,0.1645463806439853
27E7HMMG,0.0846944202035362
2QEFQQWN,0.11163981606134986
DDTCD2XI,0.054376688164615314
VGVEYSEG,0.8398296364150875
WCXVE7RK,0.04851326395794547
RTN4R3UE,0.06179809905056548
K2PVS4RB,0.04865730795300717
Q36J686Z,0.088118578184599
NWKHMEOF,0.13467763724181003
PVJYQQGT,0.3751561883204469
GPUMRNWC,0.0534786643046772
LXHCDSVH,0.1768569825425832
BNIUPSVK,0.1008455969468894
FW3QI3WW,0.23791490811026403
IEEUGXMY,0.8884119315211035
FVVXDLBO,0.06002352875274102
UC2JJB6Y,0.05600753067414689
3WPAHP52,0.4996789879753338
HDTCJJOE,0.4813903254069022
UCSB9GKK,0.06087906999014454
HANBFYTH,0.12756223193345043
FLUU2HNV,0.052932260825080873
64PIYWDJ,0.11244835615319794
9AHNH8ZX,0.7664843893865744
KLHUI2SE,0.07228888820704583
YRHYUJFW,0.8279393531242784
G5RWWH7F,0.1532922765175518
SCBT9BAX,0.014448022151811658
UGZGLVNB,0.19203461556372864
2RRNUFBV,0.9136107020951562
B6O59TEY,0.324759124327252
CYHRRYH6,0.08946360845477522
GGYZVHWU,0.04589235552184017
K6AM97RN,0.06666708422026504
ATM5JQYM,0.0531670152422397
7GYZSGWA,0.04534604755697808
DFWUDQCR,0.27302533925456485
E2Z98CR3,0.7988825000998631
GD9KTSLY,0.05095313658985729
2AMRA4OD,0.12609164399162343
CFHZ3ZE6,0.47099888814540863
BOMLVM5K,0.06638584189997347
OBBEGBSY,0.09596179499832606
FJEHOK8W,0.04703097687146019
3GMAEVPJ,0.13031459532043055
WAVDLUTH,0.051218802190270925
6EN8GZX6,0.13030704508237595
VXGA3GKB,0.21805576650821845
U4MZ3U8C,0.24960330214373896
GU4RDP8S,0.8161060247774453
N3TPNHCD,0.14183597431148598
JRRHWQC8,0.5629074152091637
NZ5GBHZK,0.029867597038154378
LCUC2LAJ,0.846195157638853
DJDSU9D2,0.9589690840378772
647K6DBR,0.02154195249628068
7NFXVESK,0.08630050060203036
EWUWF25N,0.04917403298921982
7QKYPLA8,0.0828370935535458
XQVXWBNO,0.0587271004772881
CNWH4MVA,0.059945663251025266
AFJUJFQD,0.07704183351133535
QKMFDX9H,0.18397787712485061
YYMB5QBY,0.05295036650641626
IRY3SEX7,0.21561866165962087
CUAUZJH8,0.11633643593780815
JYFUYQF5,0.36046539702823893
I4NYEDFE,0.6503696579738047
M3RSPRGQ,0.07728677615784255
JIL3KWQN,0.15323351192080867
X4B5ZBWU,0.10041149104383734
AHYTHHSE,0.05143647725976848
E7EHQEQK,0.2845166769482687
FAMHAVN3,0.8027604734067783
CCGKCTR6,0.13319478600303358
6DTSELRV,0.06743524933016785
LU8X3G6O,0.1777224835334695
NPFDAUJY,0.050851826467446376
DR9PXCFU,0.022388249909926366
SHVZMWBV,0.322513084017904
8TGXGZHX,0.15455824216876532
IKRSHJFW,0.12714437442231014
TYKRZDCP,0.4902110832755814
9IDA3L7P,0.13585678575041724
ASOWCMDB,0.1668220558493426
KZ5J2JGC,0.8106958932088705
D5UCFKTV,0.05600954386250204
2N8FFP7W,0.027626862102214253
SA36MTFS,0.02575135021343769
8UDMURUH,0.11864941964262028
7VSQV6QN,0.3924230996137682
IFUG9NC5,0.051527326518285094
EQXDLQRG,0.30768482167605826
JAR8YY9J,0.05746678089386916
BS4TAF6M,0.04840939425556875
WQJ9SPT9,0.7136495425043305
7QHT4ON2,0.13044685982459123
FNGPQN7B,0.05934804914211862
DDOMDZRU,0.5777670309241334
QYR9HXHP,0.20771758225716955
S4NGXFXY,0.006765962569888662
NOJ2KSCC,0.7971673739719394
ZD2JRUNB,0.4067702278479565
GZIPTSNN,0.07531575409082893
LCFYUVE9,0.8472232290652455
PPANVU9W,0.041717534026771495
