ID,Is_Lead
VBENBARO,0.030120877833489084
CCMEWNKY,0.8526926795009
VK3KGA9M,0.049114576877772924
TT8RPZVC,0.030124773402439492
SHQZEYTZ,0.02029568941753115
MZZAQMPT,0.07225877789459444
Y88TW36I,0.07697324244379095
3UGOAQNU,0.05321357117058627
VVUKMUJT,0.9890512767019977
9R363ZXS,0.15284569409490456
BLISM6JE,0.054111900613134666
CH8S7JK7,0.22078739616052356
EAHDPXEJ,0.7756977132830742
BNUK9PRF,0.32196257316335486
GP2PG6FJ,0.052536609632438884
WNQCSN8A,0.025404005186768087
32DN4YVZ,0.4368941226949311
GXAMDANM,0.05226232591560774
MXETLUP4,0.06643221311408921
MPXK6TVE,0.7997204991207896
LBSIME2K,0.17126266364771608
D6ORJTM6,0.05873416008184047
HGDIBAKA,0.8261499370126881
UUZYL9DZ,0.5175775374055862
AUGE3VWK,0.049876810198236025
MX7GOX6Q,0.0822337829757747
TQN6K35W,0.07725779996242757
QQDRMQQN,0.441254266615597
UP6GC6F4,0.06899891163567458
BMHBUVHB,0.6208646223525077
KGLDW86A,0.16514230375309938
FQEOMOP4,0.08090287813243627
DYWM5MEU,0.17357429138061015
DXHGXV8F,0.048554601291766225
AVFBFQKC,0.19216926369351361
DBIDKYMV,0.15377596218186784
KYZHMEBY,0.19948217896828319
SSFEBUGF,0.05019290177354715
MGJTAG8X,0.41529434388340364
MP6BERDO,0.16670134197499473
GXZ8ED68,0.05087775443553505
ICTFGWQR,0.5141649025427989
EAYHTRKH,0.031336510138369855
6FN97QLQ,0.0886560607111437
3H5MZDDW,0.388315550393278
2DXZZWSN,0.049273134776679134
MM4QIRE5,0.10757491625452764
HJWVYXUA,0.08673113743604711
RBRSJUP3,0.7948698874833345
YFRQKGXW,0.4585640664057836
N3SADEBV,0.07254204580916841
G2A2YYXY,0.031691850316025796
XMGA3WT3,0.05709290830108836
KVZQPSGI,0.12773169584873545
UAKARBBG,0.04105588371320372
WYKKL85Z,0.23460925525000959
GHNYYGRR,0.10103019808527025
UBAJANWT,0.0626547460678023
LSARSF7U,0.019778353542637316
4CNSJVVR,0.24814837114693603
JRHJSWYO,0.320113996760838
FHZ8SVVI,0.05918560033381772
JUIRE47M,0.7398419630360493
GDIVN2GL,0.06900056513978155
WMF3DYE3,0.8054941335514683
MAQEHEWK,0.15684903886367124
2W8DLKFU,0.04975511081041891
AKGRML6H,0.10633686299444742
B7WUUGCY,0.03085309672586753
TLJOYATM,0.43565247856326816
UH6ZDM3W,0.7931584557232757
7IP5SSRR,0.8970788052578649
PV85PMEB,0.46436166590351613
FGDOY4NI,0.14477484410485744
7YYIXJQE,0.05399484917088391
BHW42XPW,0.032248359194819776
3PKEEAT4,0.2902271470052327
ACFPZ3LM,0.05181526930032628
6GORGNYN,0.8219438421768397
AEPQTMJK,0.27939558570093354
S6FNZFKK,0.050495258299719875
JTYNEKRQ,0.6954887323503607
GPXDPHHC,0.07442139470599995
O8TMKNNB,0.060048221916848
XSQVHKYG,0.05832409613843279
MJ3CZRAE,0.022788656521740863
3NSQEYBJ,0.36737231558083816
SXVBASGH,0.05265973277168756
5ZIGZYSS,0.07002800171110622
FQSHBCUT,0.37426232189350167
MU45XUBP,0.04056652967045941
BVULDPBI,0.041211695166068034
82GRNPFG,0.8270286462390688
KKBNELBF,0.03254777743011634
HXQGBDGY,0.054895976521995536
28HDZICG,0.527195840908487
GHBPKPJC,0.04393731765351133
FDWZFSSC,0.7639692686482895
FWTIWZF3,0.0492975396135642
JYMHVPMY,0.036968127925218544
AHUDO2T6,0.843164685133759
ACDHABS3,0.1941240365788437
5NTYJJDV,0.07943523351904003
2M4VPY4V,0.09713873216330013
KAHP9XLF,0.06775512407048061
YRLEWZFQ,0.16404426901203856
